Tweet Id;Text;Name;Screen Name;UTC;Created At;Favorites;Retweets;Language;Client;Tweet Type;Media Type;Media URLs;URLs;Hashtags;Mentions
1261419455227158528;https://t.co/zFoGBXvjVo;ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T22:13:28.000Z;Fri May 15 22:13:28 +0000 2020;12741;276;und;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Photo;https://pbs.twimg.com/media/EYF2TbNXkAEmnmC.jpg ;0;0;0
1261397658465439745;https://t.co/Iglwrae1ZB;ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T20:46:52.000Z;Fri May 15 20:46:52 +0000 2020;2698;46;und;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Photo;https://pbs.twimg.com/media/EYFiexjXsAUABZU.jpg ;0;0;0
1261390231930056704;Ama kafamız nasıl güzel https://t.co/yDy7zXdPLu;ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T20:17:21.000Z;Fri May 15 20:17:21 +0000 2020;4840;496;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260976095089827847/pu/vid/720x1264/B_lAzXoPEXmTC33g.mp4?tag=10 ;0;0;0
1261363458047717376;Birden kamera önüne gelen bebeler kadar tatlı çok az şey var https://t.co/UAOnujXnVH;ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T18:30:58.000Z;Fri May 15 18:30:58 +0000 2020;14360;334;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1261363406197702656/pu/vid/320x568/V1LG1ycsZFEg84F0.mp4?tag=10 ;0;0;0
1261343215107682305;"Ben: kızım harfleri öğrensin, düzgün kelimeler söylesin
Kızım : boggkh https://t.co/3zbxl8CE6E";ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T17:10:31.000Z;Fri May 15 17:10:31 +0000 2020;2541;85;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;;;1;0;0
1261333799285272579;https://t.co/274ViOm2Sf;ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T16:33:06.000Z;Fri May 15 16:33:06 +0000 2020;3269;181;und;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1261333700345827333/pu/vid/640x800/FF7zMt48fjOyHHuo.mp4?tag=10 ;0;0;0
1261315392359862275;Evde yaz kombinleri deneyelim dedik https://t.co/NxurryBO67;ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T15:19:58.000Z;Fri May 15 15:19:58 +0000 2020;2524;85;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1261315261686317056/pu/vid/360x450/PUf0fLFNUiNxi9it.mp4?tag=10 ;0;0;0
1261305374650634241;https://t.co/W3SP4KNdQv;ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T14:40:09.000Z;Fri May 15 14:40:09 +0000 2020;3758;74;und;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Photo;https://pbs.twimg.com/media/EYEOgJvXsAAOz9A.jpg https://pbs.twimg.com/media/EYEOhJSXsAAgTFp.jpg https://pbs.twimg.com/media/EYEOh4WWAAM8laa.jpg https://pbs.twimg.com/media/EYEOitTWAAQASHd.jpg ;0;0;0
1261301231731052545;Karantina sonrası kankamla dışarı çıkmışımdır https://t.co/9pDqHAsvtP;ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T14:23:42.000Z;Fri May 15 14:23:42 +0000 2020;2837;111;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1261301194938626048/pu/vid/640x640/LsQy-Sh9FqyGvpCd.mp4?tag=10 ;0;0;0
1261281299727294465;"Hesabımız: https://t.co/MnAqulwRaq
İçerik: https://t.co/TQ8OquABKo https://t.co/z6s8R48NKh";ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T13:04:29.000Z;Fri May 15 13:04:29 +0000 2020;237;1;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Reply;Photo;https://pbs.twimg.com/media/EYD4pucWoAA409p.jpg ;2;0;0
1261276246324936705;En tatlı meydan okuma https://t.co/CSM7JNyMa6;ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T12:44:25.000Z;Fri May 15 12:44:25 +0000 2020;2404;99;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1261276118738403329/pu/vid/360x450/NGQAsdmitPmJSZDo.mp4?tag=10 ;0;0;0
1261262791891210240;"#20yasaltı anlık
 https://t.co/yJICpZXuOE";ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T11:50:57.000Z;Fri May 15 11:50:57 +0000 2020;7959;405;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1254715284012875776/pu/pl/lJKoqqJ7gpoBhrsP.m3u8?tag=10 ;0;1;0
1261255980370755590;https://t.co/2aaauOMgac;ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T11:23:53.000Z;Fri May 15 11:23:53 +0000 2020;3843;82;und;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Photo;https://pbs.twimg.com/media/EYDhnplXkAIzdH_.jpg https://pbs.twimg.com/media/EYDhoDhXsAEnLOe.jpg ;0;0;0
1261255785222492161;"RT @Superbahisesor : 🔥90.000 TL ÖDÜLLÜ TURNUVADAN BİRİ 45.000 TL İLE AYRILACAK!!!🔥

Detaylı bilgi👉https://t.co/Exs8oCDj8S
#superbahis https://t.co/33J8XnoujR";ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T11:23:06.000Z;Fri May 15 11:23:06 +0000 2020;0;0;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;Photo;https://pbs.twimg.com/media/EYDBKD3XsAE65Bj.jpg ;1;1;0
1261253323539263488;@KadirSirma @vedatmilor Şeften haberi yok büyük kayıp;ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T11:13:19.000Z;Fri May 15 11:13:19 +0000 2020;6;0;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Reply;;;0;0;2
1261229770714513408;Şefin menüsünde bugün menemen vardı, şef yıllardır devam eden menemen soğanlı mı olur soğansız mı  tartışmalarına son noktayı koyuyor https://t.co/kjUHibXRJH;ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T09:39:44.000Z;Fri May 15 09:39:44 +0000 2020;15417;860;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1261229602229411840/pu/vid/640x800/RWMnbT2wMrcDHVBn.mp4?tag=10 ;0;0;0
1261212514014109697;Günaydın https://t.co/Ercs3KhQfv;ÇOCUK TERÖRÜ;cocuktrr;2020-05-15T08:31:10.000Z;Fri May 15 08:31:10 +0000 2020;4512;184;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1261212449031819267/pu/vid/320x400/jCLat5u_SbRlWnud.mp4?tag=10 ;0;0;0
1261082083457404929;https://t.co/aojL7AyjuZ;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T23:52:53.000Z;Thu May 14 23:52:53 +0000 2020;8099;225;und;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Photo;https://pbs.twimg.com/media/EYBDdiJXsAArcsj.jpg https://pbs.twimg.com/media/EYBDd5yXQAIKOVD.jpg ;0;0;0
1261074394811596800;Harika yaaa hele o sondaki hareket https://t.co/oQFcaoFx5N;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T23:22:20.000Z;Thu May 14 23:22:20 +0000 2020;1853;32;in;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1261074357289435137/pu/vid/320x400/iWOWLqlP1DDP6EHi.mp4?tag=10 ;0;0;0
1261061014709305344;Akımın en tatlı videosu olabilir https://t.co/YrKMKowiro;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T22:29:09.000Z;Thu May 14 22:29:09 +0000 2020;2684;83;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1261060970413199361/pu/vid/360x640/-rqsD-nUFGol3IBE.mp4?tag=10 ;0;0;0
1261047097173909505;https://t.co/QR4cvn4rVf;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T21:33:51.000Z;Thu May 14 21:33:51 +0000 2020;4178;56;und;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Photo;https://pbs.twimg.com/media/EYAjoxpWsAIs9gs.jpg https://pbs.twimg.com/media/EYAjpbPXsAEmWoY.jpg ;0;0;0
1261041279640702976;Tepkinin tatlılığı https://t.co/xhhul9bUgy;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T21:10:44.000Z;Thu May 14 21:10:44 +0000 2020;1817;31;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1261041243687194624/pu/pl/zRCyOCsVtUDo0gxU.m3u8?tag=10 ;0;0;0
1260999550120198145;Şöyle şımartılmaya ihtiyacım var https://t.co/HouWmmfdUi;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T18:24:55.000Z;Thu May 14 18:24:55 +0000 2020;13928;709;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260999493115314176/pu/vid/320x400/laZplNNYLWPJbzaO.mp4?tag=10 ;0;0;0
1260990636846723072;Aşırı pozitif https://t.co/c9PKDE52Sa;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T17:49:30.000Z;Thu May 14 17:49:30 +0000 2020;4182;105;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Photo;https://pbs.twimg.com/media/EX_wS2tWsAAEX_K.jpg ;0;0;0
1260970368090738691;İnsanların sokaklardan çekilmesiyle birlikte, şehir merkezine inen bir ayı https://t.co/0d6WemRRf6;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T16:28:58.000Z;Thu May 14 16:28:58 +0000 2020;3976;141;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260970327397498881/pu/pl/MESb2C9la_x0dY5A.m3u8?tag=10 ;0;0;0
1260962104401711105;@HerGunBirDozz Tek yumrukta bayıltırım;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T15:56:07.000Z;Thu May 14 15:56:07 +0000 2020;37;0;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Reply;;;0;0;1
1260944831171506176;Efsane anneyi hatırlayalım https://t.co/AmWEogRsiv;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T14:47:29.000Z;Thu May 14 14:47:29 +0000 2020;23394;1522;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1198924302055284736/pu/vid/360x480/K5xemhsegluE4p9q.mp4?tag=10 ;0;0;0
1260930971592847362;https://t.co/Mn7sK6Tt0v;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T13:52:25.000Z;Thu May 14 13:52:25 +0000 2020;2854;122;und;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260930827069751302/pu/vid/480x480/ec517kEoV0MhwNtf.mp4?tag=10 ;0;0;0
1260907531540606982;Şefin menüsünde bugün taco var. Lezzetli bir yemek nasıl yapılır izleyelim https://t.co/ncY1ejEY65;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T12:19:16.000Z;Thu May 14 12:19:16 +0000 2020;10095;513;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260907360626913281/pu/vid/640x800/Wjsu5pIb7bCKA1iE.mp4?tag=10 ;0;0;0
1260902112164225026;Avatar Atakan ve oğlu, harika bir ikilisiniz https://t.co/rt3W5ffx1b;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T11:57:44.000Z;Thu May 14 11:57:44 +0000 2020;2355;49;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260902002026000385/pu/pl/7M9jfMfDqPBJoqKN.m3u8?tag=10 ;0;0;0
1260882323567935489;Ya sen bebesin daha bu ne yetişkin tepkileri https://t.co/rmoB1iXQ0o;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T10:39:06.000Z;Thu May 14 10:39:06 +0000 2020;13822;521;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260882270136807424/pu/vid/640x800/8Hwp94gTmv2Qqi5d.mp4?tag=10 ;0;0;0
1260872975856873472;"Hesabımız: https://t.co/iLDIKOsU7n
İçerik:
https://t.co/m93bp37ISw";ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T10:01:57.000Z;Thu May 14 10:01:57 +0000 2020;12;0;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Reply;;;2;0;0
1260725184014749697;Ben kaçtım https://t.co/Eq4IMXw7Ps;ÇOCUK TERÖRÜ;cocuktrr;2020-05-14T00:14:41.000Z;Thu May 14 00:14:41 +0000 2020;4332;145;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1214645036039778306/pu/vid/320x400/zgT1ZA0qAg9ft2e4.mp4?tag=10 ;0;0;0
1260706607413018627;@narko_barbie Bebeğim zaten saçların öyle peruğu ne yapacaksin;ÇOCUK TERÖRÜ;cocuktrr;2020-05-13T23:00:52.000Z;Wed May 13 23:00:52 +0000 2020;5;0;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Reply;;;0;0;1
1260705538293325825;Karantinada sıkılan kızını eğlendirmek için her gün çöp atmaya farklı kostümlerle gidiyorlar https://t.co/CI6klaneNs;ÇOCUK TERÖRÜ;cocuktrr;2020-05-13T22:56:37.000Z;Wed May 13 22:56:37 +0000 2020;42930;2975;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260704976139100160/pu/vid/480x480/AK-82Q8Q1JipA0ur.mp4?tag=10 ;0;0;0
1260670515729047553;Sen daha iyi yaptın yiğidim takma kafana https://t.co/JnKc6MJ2m6;ÇOCUK TERÖRÜ;cocuktrr;2020-05-13T20:37:27.000Z;Wed May 13 20:37:27 +0000 2020;16197;812;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1154292205181427712/pu/vid/480x480/Qofo_HmzNKvbG_xN.mp4?tag=10 ;0;0;0
1260638146498347010;Atakan işine bak kardeşim 2 https://t.co/TYhHoBB03u;ÇOCUK TERÖRÜ;cocuktrr;2020-05-13T18:28:50.000Z;Wed May 13 18:28:50 +0000 2020;17182;1353;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260609446037852160/pu/vid/720x720/k1zOWOXITWA2DNaj.mp4?tag=10 ;0;0;0
1260628074749722626;Önemli olan denemendi https://t.co/z1Ro7BnFOV;ÇOCUK TERÖRÜ;cocuktrr;2020-05-13T17:48:49.000Z;Wed May 13 17:48:49 +0000 2020;3182;82;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260628040490668034/pu/pl/dVNuuERTLFCLyfvm.m3u8?tag=10 ;0;0;0
1260584705184931847;https://t.co/NlmVBguOrV;ÇOCUK TERÖRÜ;cocuktrr;2020-05-13T14:56:28.000Z;Wed May 13 14:56:28 +0000 2020;3682;212;und;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260584672578412549/pu/vid/480x480/CXGEiPcJUYEX_PIW.mp4?tag=10 ;0;0;0
1260568578300030980;Kuaförler açılınca kızlar https://t.co/t5WRzZ0dV5;ÇOCUK TERÖRÜ;cocuktrr;2020-05-13T13:52:23.000Z;Wed May 13 13:52:23 +0000 2020;2685;77;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260568527729197057/pu/vid/360x640/RMXacOvi0DAfHrvP.mp4?tag=10 ;0;0;0
1260545846367735808;Şefin menüsünde bugün bol malzemos tavuk şiş var. Şef yine kalite kontrolünü ihmal etmiyor https://t.co/cR71ummsDO;ÇOCUK TERÖRÜ;cocuktrr;2020-05-13T12:22:04.000Z;Wed May 13 12:22:04 +0000 2020;13205;687;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260545694156324868/pu/vid/640x800/inK0tbYHuV1_b_2U.mp4?tag=10 ;0;0;0
1260530420195655680;Son zamanlarda aynen böyleyim https://t.co/s07x2EPscJ;ÇOCUK TERÖRÜ;cocuktrr;2020-05-13T11:20:46.000Z;Wed May 13 11:20:46 +0000 2020;3364;129;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260530368773607424/pu/vid/360x634/MnVxtU6JcGacRFYA.mp4?tag=10 ;0;0;0
1260518506065428480;Biraz da ev kombini yapalım dedik https://t.co/rjElOHBDFJ;ÇOCUK TERÖRÜ;cocuktrr;2020-05-13T10:33:25.000Z;Wed May 13 10:33:25 +0000 2020;3933;108;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260518450973343746/pu/vid/320x520/7oakmXDKrFlHG9G0.mp4?tag=10 ;0;0;0
1260508819765035009;"Hesabımızın istagram sayfası:
https://t.co/dmNtlYAhfm
İçerik:
https://t.co/BxsO97bTf9";ÇOCUK TERÖRÜ;cocuktrr;2020-05-13T09:54:56.000Z;Wed May 13 09:54:56 +0000 2020;18;0;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Reply;;;2;0;0
1260499087318810625;Günaydın https://t.co/BkOwSswwL7;ÇOCUK TERÖRÜ;cocuktrr;2020-05-13T09:16:16.000Z;Wed May 13 09:16:16 +0000 2020;2777;71;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260499049125425154/pu/vid/320x400/hljMIpHwiAYoTiud.mp4?tag=10 ;0;0;0
1260340347152093184;Kylie Jenner kızı Stormi'nin önüne bir tabak çikolata koyup, ben gelmeden yeme diyor https://t.co/wQKIBcVoSt;ÇOCUK TERÖRÜ;cocuktrr;2020-05-12T22:45:29.000Z;Tue May 12 22:45:29 +0000 2020;40209;1691;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260340187764273152/pu/vid/640x800/qnmZBPAjBf1_2JOn.mp4?tag=10 ;0;0;0
1260302687293366274;Aşırı pozitif bir video https://t.co/3b6loQhT5O;ÇOCUK TERÖRÜ;cocuktrr;2020-05-12T20:15:50.000Z;Tue May 12 20:15:50 +0000 2020;16392;724;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260302647267143685/pu/pl/7A-DgB2X0rtA94hw.m3u8?tag=10 ;0;0;0
1260291348307075073;6 yaşındaki çocuğa 1 günlüğüne harcaması için bin dolar verilmiş https://t.co/kjvLQojDwD;ÇOCUK TERÖRÜ;cocuktrr;2020-05-12T19:30:47.000Z;Tue May 12 19:30:47 +0000 2020;3774;234;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260291261195530241/pu/pl/rtdttlvOof5zFH8r.m3u8?tag=10 ;0;0;0
1260271066003505152;O halde dans https://t.co/S4AcoqjfhR;ÇOCUK TERÖRÜ;cocuktrr;2020-05-12T18:10:11.000Z;Tue May 12 18:10:11 +0000 2020;5016;227;da;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260271019731845123/pu/pl/CmjNwkjq5_eDFqfO.m3u8?tag=10 ;0;0;0
1260251950219694083;Birazdan yolculuğunuzu zehir edeceğim bakışı https://t.co/X51pZzDQGW;ÇOCUK TERÖRÜ;cocuktrr;2020-05-12T16:54:13.000Z;Tue May 12 16:54:13 +0000 2020;3843;86;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;Video;https://video.twimg.com/ext_tw_video/1260251911078457346/pu/vid/540x960/vP65m-fur5WMLRJ5.mp4?tag=10 ;0;0;0
1260228830544965632;"Hesabın Instagram sayfası:
https://t.co/3A69JIlGOn

İçerik: https://t.co/Sasbk7dSV6";ÇOCUK TERÖRÜ;cocuktrr;2020-05-12T15:22:21.000Z;Tue May 12 15:22:21 +0000 2020;27;0;tr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Reply;;;2;0;0
